"218","934","50","431.59","456"
"219","492","97","255.69","837"
"220","218","47","165.75","583"
"221","745","40","245.44","773"
"222","127","58","61.23","682"
"223","1952","56","438.42","293"
"224","1352","75","231.13","243"
"225","121","61","179.76","97"
"226","1658","24","379.80","73"
"227","1671","99","421.94","701"
"228","946","97","323.98","103"
"229","593","93","323.08","273"
"230","326","47","180.00","368"
"231","1236","38","472.26","839"
"232","1867","96","192.65","755"
"233","8","16","229.24","302"
"234","1499","57","106.67","569"
"235","129","54","344.98","343"
"236","802","83","322.94","919"
"237","1859","60","264.58","170"
"238","1722","64","0.47","806"
"239","1448","4","178.71","442"
"240","549","85","315.84","401"
"241","1657","99","137.25","735"
"242","799","9","83.14","535"
"243","1619","12","373.63","377"
"244","1928","85","149.81","212"
"245","1883","41","477.84","746"
"246","3","99","160.08","552"
"247","1268","93","93.39","760"
"248","634","77","295.21","553"
"249","535","68","314.48","505"
"250","1074","77","27.95","417"
"251","844","1","171.02","321"
"252","745","93","113.89","378"
"253","1753","19","266.65","341"
"254","1200","79","404.29","476"
"255","107","40","245.93","3"
"256","990","80","316.46","820"
"257","300","82","266.58","935"
"258","1979","70","282.35","163"
"259","1660","32","229.62","87"
"260","676","37","295.26","455"
"261","1217","39","332.22","153"
"262","890","26","83.69","154"
"263","1854","6","123.62","668"
"264","1635","44","160.86","33"
"265","278","3","482.71","289"
"266","956","26","494.84","554"
"267","1863","38","443.52","656"
"268","1582","14","107.37","896"
"269","1817","19","117.34","247"
"270","818","49","392.69","518"
"271","1683","7","89.17","822"
"272","1697","95","86.31","735"
"273","1948","83","419.79","216"
"274","1928","30","245.58","340"
"275","1339","51","172.62","118"
"276","1843","18","163.25","880"
"277","179","80","208.02","666"
"278","1179","65","20.80","468"
"279","1388","26","302.06","147"
"280","510","55","472.96","458"
"281","706","92","486.13","523"
"282","1867","56","295.74","330"
"283","254","97","286.01","982"
"284","437","99","258.90","225"
"285","1022","87","394.87","510"
"286","93","82","60.07","614"
"287","1217","4","432.27","999"
"288","1761","57","72.35","544"
"289","1342","85","66.33","631"
"290","912","26","170.92","802"
"291","1650","50","101.23","223"
"292","1852","22","277.92","693"
"293","1055","68","104.94","79"
"294","416","22","363.59","537"
"295","1176","12","24.74","535"
"296","44","14","320.79","643"
"297","585","24","173.43","369"
"298","1646","32","382.12","109"
"299","533","28","444.01","37"
"300","1774","6","194.22","939"
"301","1700","41","263.22","760"
"302","1388","85","153.52","699"
"303","500","4","328.08","925"
"304","1189","69","75.24","664"
"305","289","3","450.79","758"
"306","1715","40","371.73","22"
"307","1756","65","207.86","206"
"308","1447","38","71.81","462"
"309","101","2","244.75","908"
"310","650","17","172.42","491"
"311","1028","59","349.12","628"
"312","1479","84","262.10","68"
"313","1528","56","35.94","271"
"314","1347","38","256.43","370"
"315","1495","56","461.10","655"
"316","482","27","177.54","755"
"317","327","83","158.43","801"
"318","1844","64","373.71","293"
"319","1770","26","39.73","569"
"320","1943","83","214.73","328"
"321","38","14","277.47","473"
"322","429","55","389.23","288"
"323","536","57","192.95","202"
"324","405","73","136.29","773"
"325","984","60","226.51","479"
"326","437","31","142.25","401"
"327","606","64","97.72","875"
"328","504","49","136.65","601"
"329","1704","77","485.23","462"
"330","1667","47","419.67","47"
"331","1399","73","355.32","316"
"332","1067","55","227.18","83"
"333","848","4","359.16","948"
"334","1222","51","31.94","865"
"335","1804","36","277.16","64"
"336","1988","33","3.71","72"
"337","1222","33","188.55","52"
"338","1576","52","500.91","859"
"339","605","4","196.41","811"
"340","30","40","214.06","140"
"341","1561","79","348.20","500"
"342","1847","5","128.01","120"
"343","1487","9","217.45","676"
"344","1734","53","67.90","408"
"345","863","5","43.51","374"
"346","1522","69","94.67","51"
"347","1590","90","432.63","476"
"348","1606","4","458.01","436"
"349","170","48","280.84","788"
"350","446","83","229.19","875"
"351","1225","51","430.50","117"
"352","1605","7","157.63","962"
"353","1803","59","148.97","670"
"354","282","33","224.64","814"
"355","1859","76","439.24","26"
"356","862","2","197.61","179"
"357","872","29","245.35","242"
"358","792","54","482.45","967"
"359","74","37","355.79","148"
"360","1837","30","50.14","385"
"361","1","96","102.76","818"
"362","1581","1","92.50","752"
"363","1494","89","71.53","599"
"364","1017","31","316.18","835"
"365","1569","21","217.94","911"
"366","1399","6","382.48","346"
"367","450","48","14.23","504"
"368","1667","63","21.48","228"
"369","1337","71","68.87","234"
"370","374","90","460.34","904"
"371","1008","54","345.40","36"
"372","1246","100","334.44","819"
"373","108","7","366.37","856"
"374","1007","12","418.17","596"
"375","1045","60","299.51","910"
"376","10","12","61.42","379"
"377","466","97","245.62","593"
"378","1788","97","47.83","904"
"379","955","19","206.95","193"
"380","1044","66","132.40","666"
"381","549","36","216.99","591"
"382","797","88","40.65","881"
"383","1315","45","480.89","827"
"384","1603","27","450.02","407"
"385","1224","87","118.74","583"
"386","356","45","29.69","809"
"387","795","91","247.75","687"
"388","475","56","93.03","966"
"389","806","73","495.30","621"
"390","216","41","306.06","852"
"391","1639","14","98.90","278"
"392","1330","70","63.70","793"
"393","1974","54","134.05","943"
"394","1758","45","333.44","977"
"395","1994","58","196.05","715"
"396","1053","90","97.49","656"
"397","83","78","328.75","890"
"398","528","76","141.69","894"
"399","1402","90","132.50","123"
"400","110","61","210.94","80"
"401","764","14","467.32","449"
"402","1297","93","134.57","437"
"403","1030","48","258.38","969"
"404","1621","39","392.93","45"
"405","1513","18","488.19","687"
"406","1835","51","414.67","452"
"407","1342","72","110.74","265"
"408","1640","17","73.48","658"
"409","559","6","463.03","464"
"410","1149","88","265.50","901"
"411","1882","78","173.54","763"
"412","990","36","27.05","110"
"413","525","33","232.59","189"
"414","1720","95","281.78","268"
"415","1894","92","195.87","120"
"416","1777","56","44.21","932"
"417","1167","32","99.91","47"
"418","165","60","136.07","62"
"419","1830","5","147.34","354"
"420","1343","9","105.80","927"
"421","322","26","374.16","638"
"422","1181","88","26.81","302"
"423","1192","79","42.33","768"
"424","853","31","41.74","955"
"425","226","46","415.01","364"
"426","457","11","270.17","857"
"427","1547","75","367.82","916"
"428","376","39","461.70","532"
"429","895","36","192.71","457"
"430","508","52","488.89","215"
"431","1250","99","54.61","870"
"432","1858","98","126.71","68"
"433","1326","57","340.33","430"
"434","1991","45","485.72","255"
"435","734","71","184.34","23"
"436","1929","53","392.13","884"
"437","139","5","282.40","938"
"438","109","24","252.75","586"
"439","1496","80","3.50","367"
"440","477","32","385.16","760"
"441","1861","95","54.83","575"
"442","257","84","430.23","226"
"443","72","38","437.54","481"
"444","825","96","6.32","534"
"445","1740","73","431.77","303"
"446","759","2","391.17","623"
"447","686","6","307.80","350"
"448","554","74","143.43","799"
"449","614","2","202.73","475"
"450","314","20","410.10","523"
"451","479","21","138.41","680"
"452","1446","97","126.60","822"
"453","171","36","242.52","429"
"454","1139","63","263.31","545"
"455","1881","92","304.69","888"
"456","554","82","18.69","793"
"457","532","34","135.39","227"
"458","1579","30","340.00","447"
"459","1123","67","317.59","805"
"460","915","58","138.36","748"
"461","55","65","384.56","114"
"462","1203","87","138.05","822"
"463","360","81","47.18","972"
"464","1024","13","57.35","301"
"465","1885","52","145.86","652"
"466","166","33","224.43","390"
"467","1622","54","478.59","627"
"468","429","32","415.26","286"
"469","1746","51","285.81","542"
"470","695","100","206.36","726"
"471","1090","63","499.34","304"
"472","1135","86","31.24","120"
"473","476","10","370.39","265"
"474","1622","44","247.78","503"
"475","1606","53","307.98","715"
"476","926","19","464.44","283"
"477","1013","93","158.51","562"
"478","219","86","238.79","73"
"479","1474","56","156.60","822"
"480","1072","52","443.49","918"
"481","732","27","486.89","668"
"482","1453","54","17.99","130"
"483","65","47","275.73","806"
"484","70","5","158.63","973"
"485","514","45","381.82","442"
"486","1156","35","273.79","232"
"487","1663","90","321.56","202"
"488","33","8","126.71","143"
"489","1470","25","175.98","203"
"490","96","87","205.02","911"
"491","1900","12","497.88","907"
"492","1042","93","120.92","496"
"493","1169","22","223.31","895"
"494","424","25","247.75","984"
"495","1065","11","161.74","525"
"496","43","1","148.77","483"
"497","822","53","119.42","627"
"498","535","84","423.04","251"
"499","1430","48","284.83","26"
"500","142","31","28.24","113"
"501","111","29","339.39","292"
"502","1608","49","387.98","464"
"503","390","88","171.94","606"
"504","761","74","82.95","670"
"505","1938","39","359.15","90"
"506","1179","31","315.19","135"
"507","1465","59","197.57","126"
"508","1005","86","10.17","351"
"509","387","61","59.47","295"
"510","71","71","349.69","708"
"511","1042","34","153.41","656"
"512","940","63","157.41","858"
"513","1031","76","116.34","557"
"514","346","88","431.16","839"
"515","1266","25","406.01","148"
"516","1081","28","364.00","358"
"517","116","8","292.27","540"
"518","339","98","410.94","180"
"519","152","24","40.89","541"
"520","62","22","485.14","297"
"521","1550","46","58.81","939"
"522","753","61","392.22","761"
"523","1219","98","335.69","808"
"524","1367","59","366.08","790"
"525","1102","55","97.41","810"
"526","79","48","154.92","339"
"527","1045","6","438.69","285"
"528","1672","2","196.02","984"
"529","1933","91","477.14","546"
"530","1927","5","338.55","748"
"531","739","83","224.16","669"
"532","550","71","450.37","691"
"533","1551","35","497.52","109"
"534","459","36","388.55","438"
"535","349","9","309.35","448"
"536","1135","6","164.36","277"
"537","1856","5","250.68","500"
"538","350","38","328.36","11"
"539","935","17","337.32","180"
"540","958","74","68.93","794"
"541","626","81","259.56","122"
"542","1789","3","216.94","839"
"543","1799","82","30.23","484"
"544","1759","50","133.76","293"
"545","265","76","301.77","817"
"546","1441","36","53.17","738"
"547","698","88","466.34","151"
"548","475","15","242.03","902"
"549","557","46","83.67","393"
"550","360","100","267.75","964"
"551","433","96","130.55","262"
"552","489","67","250.39","828"
"553","394","2","490.22","485"
"554","321","5","476.66","294"
"555","371","55","296.12","760"
"556","279","99","156.77","823"
"557","1540","46","85.09","644"
"558","866","100","382.46","600"
"559","832","98","456.98","578"
"560","1039","69","188.13","234"
"561","872","50","324.61","931"
"562","1528","6","486.93","928"
"563","142","29","101.01","665"
"564","746","10","151.11","762"
"565","1545","94","345.57","653"
"566","1817","44","145.19","802"
"567","671","18","351.61","187"
"568","684","68","140.01","207"
"569","868","62","396.60","154"
"570","1384","84","434.23","958"
"571","516","64","24.88","748"
"572","374","16","55.03","378"
"573","246","68","42.90","747"
"574","148","57","404.64","752"
"575","1879","66","153.08","720"
"576","481","98","62.86","283"
"577","1641","65","433.36","274"
"578","1444","57","488.42","985"
"579","122","86","36.59","184"
"580","657","74","69.81","39"
"581","711","43","467.38","59"
"582","307","59","348.39","84"
"583","813","68","294.54","785"
"584","1055","25","283.72","524"
"585","1840","45","73.05","988"
"586","1278","95","332.31","526"
"587","1873","93","369.07","200"
"588","1457","5","386.75","581"
"589","1396","42","28.47","771"
"590","1014","57","171.04","550"
"591","861","84","31.66","99"
"592","1823","51","169.54","336"
"593","133","48","340.38","930"
"594","735","20","280.44","216"
"595","477","35","360.40","904"
"596","1998","74","171.06","498"
"597","629","60","475.10","927"
"598","141","8","88.80","794"
"599","1295","58","452.47","957"
"600","431","38","16.67","69"
"601","1142","72","1.58","931"
"602","570","43","241.79","923"
"603","211","98","353.37","964"
"604","156","50","103.59","168"
"605","1162","52","130.41","869"
"606","1635","38","438.00","794"
"607","557","16","235.22","943"
"608","689","49","307.64","465"
"609","928","21","219.13","567"
"610","139","53","4.27","872"
"611","1913","79","176.17","561"
"612","494","44","360.91","954"
"613","1998","94","228.96","112"
"614","49","81","459.10","961"
"615","131","6","347.86","849"
"616","1395","9","95.28","530"
"617","1847","65","95.99","339"
"618","1998","31","24.45","669"
"619","767","21","405.95","496"
"620","1631","14","411.28","926"
"621","861","23","392.76","342"
"622","1508","60","482.09","616"
"623","241","89","139.89","659"
"624","1562","90","335.28","664"
"625","1927","89","195.86","142"
"626","1807","33","278.21","23"
"627","185","3","330.15","935"
"628","822","38","312.63","184"
"629","316","59","189.34","92"
"630","713","47","233.88","108"
"631","1922","55","119.78","815"
"632","1389","100","38.17","834"
"633","1420","92","41.35","945"
"634","372","73","481.14","920"
"635","174","85","227.85","578"
"636","386","39","446.01","829"
"637","824","63","151.26","489"
"638","771","15","112.05","745"
"639","348","23","92.06","934"
"640","1035","22","92.90","944"
"641","378","99","438.99","38"
"642","1227","98","250.28","571"
"643","335","17","91.41","703"
"644","291","6","403.64","185"
"645","1712","56","116.87","177"
"646","301","62","165.90","118"
"647","1280","58","130.03","136"
"648","1013","37","295.17","350"
"649","1433","79","499.61","579"
"650","1981","78","350.83","785"
"651","978","41","57.59","284"
"652","1417","75","404.77","159"
"653","1017","87","181.69","0"
"654","679","19","313.05","574"
"655","381","19","132.85","460"
"656","115","58","14.23","941"
"657","1133","93","432.49","40"
"658","1763","4","5.73","596"
"659","202","97","205.59","512"
"660","754","8","415.17","502"
"661","1817","17","460.76","891"
"662","1190","84","329.50","243"
"663","979","60","59.54","176"
"664","1334","55","221.58","402"
"665","1018","70","238.67","970"
"666","1509","77","484.39","852"
"667","1491","18","112.05","407"
"668","665","37","436.11","708"
"669","1534","75","140.46","511"
"670","562","72","282.94","167"
"671","1777","17","448.31","781"
"672","176","55","132.41","354"
"673","1991","34","65.35","862"
"674","1316","64","345.87","414"
"675","1966","39","112.45","339"
"676","557","9","329.19","723"
"677","1311","99","312.45","865"
"678","1118","9","178.00","631"
"679","41","86","211.97","385"
"680","571","75","147.80","237"
"681","1111","37","45.41","833"
"682","450","15","378.68","185"
"683","769","1","115.73","737"
"684","1858","26","400.59","664"
"685","814","78","314.63","350"
"686","636","89","127.12","222"
"687","530","64","55.20","52"
"688","461","42","92.11","822"
"689","85","22","280.51","548"
"690","187","98","389.04","807"
"691","716","31","176.43","372"
"692","784","64","412.31","917"
"693","114","51","93.87","156"
"694","1775","64","246.71","437"
"695","809","80","410.57","259"
"696","1889","79","253.94","338"
"697","1548","68","72.84","283"
"698","1417","98","386.03","351"
"699","221","3","7.78","1"
"700","1676","40","258.01","327"
"701","782","58","51.12","678"
"702","1849","65","219.20","28"
"703","644","33","364.94","704"
"704","161","41","124.00","800"
"705","1578","32","146.56","332"
"706","308","72","289.42","769"
"707","1460","49","119.68","166"
"708","1152","44","395.59","975"
"709","1503","10","422.08","576"
"710","1505","62","70.22","710"
"711","189","54","92.40","454"
"712","1526","41","177.05","465"
"713","1485","37","397.49","248"
"714","1301","99","278.88","58"
"715","1100","41","479.38","485"
"716","830","57","13.44","156"
"717","1268","1","399.51","506"
"718","994","14","345.57","510"
"719","1568","46","66.99","768"
"720","1785","16","29.12","588"
"721","755","74","324.79","462"
"722","1801","98","234.04","381"
"723","1434","10","377.02","908"
"724","730","76","148.83","181"
"725","561","65","327.57","131"
"726","1332","26","352.95","630"
"727","1288","94","94.77","541"
"728","617","91","93.50","352"
"729","733","95","75.20","139"
"730","1020","61","69.94","767"
"731","1425","12","350.30","27"
"732","854","23","154.26","99"
"733","1116","32","22.85","326"
"734","1968","57","438.44","290"
"735","924","46","179.66","3"
"736","34","30","428.56","43"
"737","1481","23","186.05","19"
"738","101","78","100.89","121"
"739","501","12","212.34","262"
"740","473","42","454.63","532"
"741","1620","45","354.19","356"
"742","1339","37","57.87","516"
"743","585","96","240.78","85"
"744","1420","96","196.84","519"
"745","543","7","96.75","184"
"746","1399","25","234.03","312"
"747","722","22","407.05","454"
"748","901","57","350.71","32"
"749","1045","85","146.84","494"
"750","1967","74","185.47","390"
"751","627","61","275.39","914"
"752","118","100","114.65","864"
"753","759","69","413.10","405"
"754","335","99","153.51","119"
"755","1025","32","320.54","772"
"756","551","34","386.12","998"
"757","215","75","272.78","908"
"758","1649","78","342.79","579"
"759","126","35","135.12","734"
"760","1894","87","253.04","911"
"761","28","74","68.82","724"
"762","946","61","26.20","687"
"763","1813","18","356.72","49"
"764","742","99","463.07","713"
"765","90","12","329.32","359"
"766","674","15","96.80","869"
"767","1260","72","48.50","723"
"768","1943","89","359.67","329"
"769","1561","27","299.57","739"
"770","253","25","116.21","195"
"771","1714","47","458.75","145"
"772","1432","69","338.09","950"
"773","157","2","477.28","582"
"774","1798","95","472.22","289"
"775","483","8","231.48","9"
"776","1951","38","55.94","651"
"777","410","48","70.03","358"
"778","735","29","224.95","266"
"779","918","66","344.53","379"
"780","1270","40","28.43","81"
"781","917","66","214.23","679"
"782","1797","49","330.60","903"
"783","1637","98","21.75","133"
"784","956","54","92.07","356"
"785","1362","2","27.68","429"
"786","467","20","110.04","314"
"787","945","88","428.32","895"
"788","313","87","2.93","221"
"789","1943","90","486.23","201"
"790","1161","97","383.80","338"
"791","472","38","160.66","316"
"792","746","32","390.11","94"
"793","1005","91","147.64","523"
"794","484","30","138.79","278"
"795","4","43","55.51","729"
"796","1183","29","210.16","574"
"797","212","99","132.04","831"
"798","1913","31","412.71","487"
"799","200","90","250.79","572"
"800","1460","97","494.90","545"
"801","530","91","184.73","367"
"802","656","31","48.23","263"
"803","1219","88","348.05","245"
"804","518","100","143.17","288"
"805","733","80","284.02","702"
"806","1395","62","373.39","384"
"807","959","1","112.49","281"
"808","62","52","445.51","582"
"809","1033","57","481.26","251"
"810","670","89","172.37","561"
"811","287","16","397.76","965"
"812","554","25","73.75","504"
"813","1831","1","353.46","298"
"814","466","79","181.20","384"
"815","214","88","129.08","98"
"816","396","44","258.34","333"
"817","1584","80","286.73","246"
"818","608","48","484.92","435"
"819","1709","92","13.16","975"
"820","1144","14","21.80","517"
"821","1744","52","497.12","582"
"822","780","20","451.02","946"
"823","809","96","384.23","669"
"824","541","19","56.48","71"
"825","949","47","230.59","837"
"826","1068","57","367.21","200"
"827","1328","26","341.28","771"
"828","1920","21","324.46","635"
"829","33","28","445.92","179"
"830","630","1","96.81","313"
"831","923","76","98.64","703"
"832","507","34","131.88","708"
"833","675","26","175.75","410"
"834","859","47","220.34","106"
"835","567","92","261.10","531"
"836","119","2","255.36","17"
"837","133","57","299.01","785"
"838","1116","79","473.17","916"
"839","1111","97","290.48","166"
"840","317","43","249.78","737"
"841","1821","82","300.35","403"
"842","255","67","345.10","823"
"843","640","50","139.28","266"
"844","1314","92","265.98","367"
"845","1516","31","313.54","174"
"846","647","72","301.41","20"
"847","1544","15","293.52","346"
"848","1436","74","447.19","242"
"849","1307","48","184.48","735"
"850","1786","67","113.39","598"
"851","612","65","311.00","326"
"852","1430","28","147.59","791"
"853","1090","23","439.24","418"
"854","1704","37","53.21","810"
"855","954","11","11.18","576"
"856","175","51","212.70","644"
"857","766","39","17.71","210"
"858","1433","69","243.80","453"
"859","1730","2","234.03","169"
"860","507","80","252.49","570"
"861","387","25","201.21","865"
"862","1505","93","413.18","597"
"863","1603","58","256.52","888"
"864","169","5","377.41","664"
"865","1983","54","232.34","456"
"866","1908","47","421.27","311"
"867","486","25","476.95","786"
"868","197","4","407.94","912"
"869","1989","68","80.33","754"
"870","1725","7","267.77","350"
"871","1107","52","231.34","922"
"872","1055","58","488.26","110"
"873","261","38","172.70","74"
"874","1619","82","321.09","448"
"875","838","6","11.79","154"
"876","1079","25","13.46","456"
"877","350","75","173.87","948"
"878","1660","76","383.54","516"
"879","1738","26","286.23","460"
"880","1202","76","447.82","145"
"881","511","58","338.74","12"
"882","503","97","9.65","114"
"883","1311","97","73.42","272"
"884","1070","34","298.31","930"
"885","1758","80","431.67","514"
"886","682","69","177.81","757"
"887","1276","84","404.37","334"
"888","925","41","402.13","204"
"889","714","66","160.16","834"
"890","298","90","5.47","986"
"891","1417","83","146.84","799"
"892","559","92","207.70","834"
"893","746","56","67.97","423"
"894","779","83","415.30","424"
"895","933","33","33.32","527"
"896","1358","12","153.49","732"
"897","584","30","8.91","13"
"898","1469","95","453.47","916"
"899","1796","51","40.13","164"
"900","567","87","231.57","984"
"901","363","31","459.26","952"
"902","715","12","330.56","922"
"903","1607","100","395.03","723"
"904","875","93","288.58","372"
"905","1862","100","394.64","582"
"906","280","4","254.98","409"
"907","395","38","24.24","637"
"908","300","89","335.28","942"
"909","1496","19","161.26","406"
"910","1946","31","443.63","783"
"911","916","86","151.40","695"
"912","469","39","370.44","892"
"913","703","22","129.95","368"
"914","265","75","374.70","411"
"915","1370","89","58.50","896"
"916","1137","31","341.20","567"
"917","1352","38","340.69","785"
"918","1175","2","282.86","315"
"919","1222","50","132.37","144"
"920","535","3","327.15","58"
"921","730","33","254.75","3"
"922","444","59","188.45","602"
"923","893","72","302.82","307"
"924","621","54","291.14","57"
"925","1672","44","59.54","655"
"926","750","8","139.49","461"
"927","41","18","274.31","314"
"928","41","37","131.85","104"
"929","1970","26","194.16","46"
"930","415","5","483.05","467"
"931","1347","82","278.18","695"
"932","1059","87","42.20","344"
"933","902","26","289.24","693"
"934","1699","30","175.01","464"
"935","384","93","228.66","877"
"936","1950","85","144.72","164"
"937","858","11","85.09","203"
"938","1660","1","314.85","109"
"939","1099","49","70.88","764"
"940","621","90","220.61","652"
"941","479","69","131.96","459"
"942","1122","8","422.69","135"
"943","1633","40","107.72","371"
"944","887","24","133.91","762"
"945","426","68","369.00","719"
"946","1761","71","108.21","686"
"947","1709","56","176.85","200"
"948","1754","61","142.79","811"
"949","627","88","171.76","822"
"950","360","85","270.95","973"
"951","1384","86","108.38","743"
"952","19","20","6.45","313"
"953","1434","96","27.99","425"
"954","770","77","25.06","553"
"955","857","93","39.64","230"
"956","725","30","272.52","668"
"957","814","79","300.25","104"
"958","1926","73","284.46","665"
"959","932","19","396.40","438"
"960","1245","75","301.32","582"
"961","880","83","396.16","446"
"962","1456","74","403.41","947"
"963","1854","52","150.25","629"
"964","374","80","98.34","278"
"965","527","8","428.02","143"
