"491","5091","85","1"
"492","3803","28","0"
"493","2760","30","0"
"494","5465","81","0"
"495","3772","52","0"
"496","9422","39","0"
"497","7841","64","1"
"498","1146","46","1"
"499","7842","99","1"
"500","4377","42","1"
"501","6339","1","0"
"502","6997","1","0"
"503","4578","77","1"
"504","858","5","0"
"505","2614","35","1"
"506","8860","12","1"
"507","906","47","1"
"508","4706","41","0"
"509","7186","36","1"
"510","2493","84","1"
"511","7115","41","0"
"512","5542","32","0"
"513","6922","14","0"
"514","1293","81","0"
"515","8860","1","0"
"516","8800","86","0"
"517","2887","1","1"
"518","9172","94","0"
"519","1160","51","1"
"520","8373","31","0"
"521","2099","16","1"
"522","1969","58","1"
"523","6231","16","1"
"524","127","29","1"
"525","7882","86","1"
"526","9280","48","1"
"527","7520","77","1"
"528","7990","64","0"
"529","4443","15","1"
"530","1878","79","0"
"531","2256","75","0"
"532","8058","58","1"
"533","7440","12","0"
"534","332","91","0"
"535","208","22","1"
"536","3389","35","1"
"537","7066","17","0"
"538","9905","30","1"
"539","8884","3","1"
"540","4659","62","1"
"541","327","52","1"
"542","5126","16","0"
"543","1209","67","1"
"544","9652","48","1"
"545","2694","57","1"
"546","7607","19","0"
"547","3023","34","1"
"548","8788","36","0"
"549","1537","23","1"
"550","75","22","0"
"551","5041","99","0"
"552","7624","93","0"
"553","2385","68","0"
"554","8416","52","1"
"555","4932","47","1"
"556","1426","85","0"
"557","8787","84","0"
"558","6287","68","0"
"559","2276","45","1"
"560","7600","32","0"
"561","1633","71","0"
"562","2926","65","0"
"563","9124","17","1"
"564","1201","60","0"
"565","7260","61","1"
"566","3840","21","0"
"567","293","30","0"
"568","1272","80","0"
"569","9827","63","1"
"570","7687","17","0"
"571","3831","56","0"
"572","4737","22","0"
"573","6401","8","0"
"574","1378","26","0"
"575","6120","67","0"
"576","1129","88","1"
"577","1331","76","0"
"578","6194","65","0"
"579","7456","86","0"
"580","2082","47","1"
"581","8336","15","0"
"582","8255","13","1"
"583","8723","24","1"
"584","6694","17","1"
"585","9790","24","0"
"586","6960","66","1"
"587","3082","91","1"
"588","9263","74","1"
"589","7388","23","0"
"590","7801","89","1"
"591","9468","79","0"
"592","1496","26","0"
"593","2095","96","1"
"594","3367","97","0"
"595","6248","66","1"
"596","2153","18","0"
"597","7812","55","1"
"598","4405","91","0"
"599","2611","4","1"
"600","4759","20","1"
"601","6570","34","1"
"602","893","74","1"
"603","9168","51","1"
"604","7460","20","0"
"605","4205","51","0"
"606","1783","20","1"
"607","7832","73","1"
"608","8408","7","0"
"609","4431","82","1"
"610","253","5","0"
"611","8837","43","0"
"612","6064","72","0"
"613","4316","22","0"
"614","3920","71","0"
"615","2564","78","1"
"616","2222","64","1"
"617","3202","4","1"
"618","6540","58","1"
"619","7093","42","0"
"620","5836","92","0"
"621","5125","75","0"
"622","2315","36","0"
"623","9020","48","1"
"624","187","70","0"
"625","9277","44","1"
"626","3064","89","0"
"627","7536","14","0"
"628","4907","25","1"
"629","2111","16","1"
"630","8203","82","1"
"631","8861","29","1"
"632","5359","39","1"
"633","2323","34","0"
"634","2387","16","1"
"635","2000","7","1"
"636","8413","99","0"
"637","2289","79","0"
"638","3261","84","0"
"639","4359","58","0"
"640","4532","30","0"
"641","7787","15","0"
"642","2463","75","0"
"643","1703","59","0"
"644","6206","100","1"
"645","2252","53","1"
"646","264","75","1"
"647","9035","51","1"
"648","1278","72","1"
"649","6380","93","0"
"650","3903","53","0"
"651","5374","22","0"
"652","6892","78","0"
"653","1212","43","0"
"654","5967","47","0"
"655","4290","85","1"
"656","8499","97","1"
"657","6245","19","0"
"658","6449","87","0"
"659","7254","85","0"
"660","8203","83","0"
"661","770","45","1"
"662","772","38","0"
"663","7268","2","1"
"664","8487","77","1"
"665","6723","41","0"
"666","8948","15","0"
"667","2416","10","0"
"668","3424","58","0"
"669","3653","41","1"
"670","2026","39","0"
"671","2509","12","1"
"672","9297","75","1"
"673","2903","57","1"
"674","7812","84","1"
"675","5555","65","0"
"676","5455","41","1"
"677","1511","46","0"
"678","1997","15","0"
"679","4591","34","1"
"680","4672","56","0"
"681","4719","94","0"
"682","5478","43","0"
"683","7350","11","1"
"684","5532","34","0"
"685","5006","36","0"
"686","6221","93","1"
"687","5536","42","1"
"688","2769","100","0"
"689","2162","9","0"
"690","8285","39","1"
"691","5350","80","1"
"692","1325","66","0"
"693","5572","76","0"
"694","7286","72","1"
"695","9503","36","1"
"696","7513","86","1"
"697","3391","93","1"
"698","7479","47","0"
"699","5882","34","1"
"700","3212","62","1"
"701","1163","28","1"
"702","1755","35","1"
"703","3868","46","0"
"704","152","27","1"
"705","3986","32","1"
"706","7935","63","1"
"707","8728","58","0"
"708","2732","22","1"
"709","4982","84","0"
"710","1229","54","0"
"711","2538","4","0"
"712","5893","69","0"
"713","6225","39","1"
"714","1702","33","1"
"715","7603","52","0"
"716","32","42","0"
"717","2931","70","1"
"718","8544","100","0"
"719","2294","99","1"
"720","645","82","0"
"721","1027","50","0"
"722","4330","98","1"
"723","4167","74","1"
"724","6424","13","1"
"725","3049","72","0"
"726","8809","92","0"
"727","5851","97","0"
"728","5367","34","0"
"729","9006","83","0"
"730","6153","8","1"
"731","6955","21","1"
"732","8810","82","1"
"733","9084","75","1"
"734","9005","77","0"
"735","3681","14","0"
"736","8836","97","1"
"737","1285","15","0"
"738","3635","45","0"
"739","881","23","0"
"740","8897","14","0"
"741","623","67","0"
"742","4971","14","1"
"743","152","47","0"
"744","2690","5","1"
"745","7500","58","0"
"746","1295","47","0"
"747","356","67","0"
"748","7403","32","0"
"749","7336","3","0"
"750","6440","55","1"
"751","7437","28","0"
"752","6843","55","1"
"753","2251","38","0"
"754","1124","64","0"
"755","275","20","0"
"756","1633","87","1"
"757","7812","54","1"
"758","7907","42","0"
"759","9924","14","1"
"760","9344","19","0"
"761","9346","88","1"
"762","2510","13","0"
"763","6866","96","1"
"764","4408","46","1"
"765","668","27","0"
"766","7126","31","0"
"767","245","17","1"
"768","6253","21","1"
"769","337","67","0"
"770","7545","92","1"
"771","217","99","0"
"772","266","23","0"
"773","9517","78","0"
"774","2121","13","1"
"775","2812","14","0"
"776","8378","1","0"
"777","578","19","1"
"778","2294","73","1"
"779","4722","96","1"
"780","4183","36","0"
"781","6202","62","1"
"782","4504","93","0"
"783","5610","29","1"
"784","441","58","1"
"785","8546","70","0"
"786","9643","77","0"
"787","1932","92","1"
"788","3566","41","0"
"789","357","4","0"
"790","5282","13","1"
"791","9980","28","1"
"792","5601","12","1"
"793","4120","44","1"
"794","4536","84","0"
"795","884","91","0"
"796","9588","73","0"
"797","7246","52","1"
"798","6758","62","1"
"799","4874","3","0"
"800","8704","50","1"
"801","7665","77","1"
"802","7939","18","1"
"803","1059","81","0"
"804","3176","41","1"
"805","8799","25","0"
"806","8924","21","1"
"807","2660","63","0"
"808","3242","90","0"
"809","8791","79","1"
"810","7086","6","0"
"811","8111","17","0"
"812","1546","33","0"
"813","7796","20","1"
"814","7073","53","1"
"815","4574","43","0"
"816","6314","21","0"
"817","1277","96","0"
"818","8320","28","1"
"819","4471","12","0"
"820","3823","83","1"
"821","1373","88","1"
"822","8930","54","0"
"823","9924","54","0"
"824","6133","25","0"
"825","8635","2","0"
"826","1718","91","1"
"827","6128","60","0"
"828","2560","16","1"
"829","16","76","0"
"830","8462","14","1"
"831","3203","9","1"
"832","26","34","1"
"833","9926","59","1"
"834","4871","88","1"
"835","6133","81","1"
"836","2678","76","1"
"837","9621","50","0"
"838","5770","7","1"
"839","5838","42","0"
"840","4461","9","1"
"841","345","57","1"
"842","401","15","0"
"843","1612","80","1"
"844","4868","38","1"
"845","6076","4","0"
"846","9640","29","1"
"847","4659","25","1"
"848","5888","67","0"
"849","2994","98","1"
"850","1768","6","1"
"851","7511","47","1"
"852","8576","63","0"
"853","72","67","1"
"854","2443","96","0"
"855","2760","72","1"
"856","9541","14","1"
"857","7999","25","1"
"858","8331","61","0"
"859","7449","22","1"
"860","4172","47","1"
"861","9619","59","1"
"862","7796","39","1"
"863","1141","48","0"
"864","9798","50","0"
"865","7624","34","0"
"866","8343","51","0"
"867","7096","100","0"
"868","1129","89","1"
"869","374","53","1"
"870","5535","62","0"
"871","6565","65","0"
"872","3132","100","1"
"873","2211","20","0"
"874","1402","29","0"
"875","4389","85","1"
"876","339","73","1"
"877","3995","72","0"
"878","1732","63","1"
"879","7805","47","0"
"880","5098","9","1"
"881","3975","62","0"
"882","1636","22","0"
"883","2392","51","0"
"884","5357","35","0"
"885","3666","51","1"
"886","7972","98","0"
"887","6276","23","1"
"888","5457","76","0"
"889","9543","2","1"
"890","6638","77","1"
"891","8223","54","0"
"892","8961","49","1"
"893","3094","35","0"
"894","6163","72","0"
"895","3234","97","0"
"896","8172","96","0"
"897","9962","72","1"
"898","6289","60","1"
"899","4825","65","0"
"900","8738","6","0"
"901","6386","100","1"
"902","1961","74","0"
"903","5943","9","0"
"904","5232","13","1"
"905","3504","44","1"
"906","4009","53","0"
"907","5658","26","0"
"908","6109","3","0"
"909","1947","39","1"
"910","6753","27","1"
"911","5972","85","0"
"912","4388","28","1"
"913","3079","50","0"
"914","5794","57","1"
"915","3232","99","0"
"916","5642","12","1"
"917","6658","15","1"
"918","685","15","1"
"919","6786","73","1"
"920","2216","15","1"
"921","7405","33","0"
"922","3254","37","1"
"923","1615","54","0"
"924","7531","45","0"
"925","1040","51","1"
"926","4392","38","1"
"927","7074","91","0"
"928","2256","49","0"
"929","8596","27","1"
"930","6075","13","0"
"931","1401","19","0"
"932","7839","3","0"
"933","9558","22","1"
"934","3436","54","1"
"935","2986","2","0"
"936","590","60","0"
"937","5971","31","1"
"938","5227","73","0"
"939","2443","100","0"
"940","9351","73","1"
"941","2579","25","1"
"942","7389","31","0"
"943","4630","99","1"
"944","2278","81","1"
"945","1737","49","0"
"946","3783","68","1"
"947","7686","90","0"
"948","3632","91","1"
"949","571","11","0"
"950","3254","30","0"
"951","9020","5","0"
"952","3718","4","0"
"953","1956","76","0"
"954","8607","71","1"
"955","8590","66","1"
"956","2478","43","1"
"957","4259","16","0"
"958","3280","33","0"
"959","4427","11","1"
"960","2346","89","0"
"961","885","4","0"
"962","2749","52","1"
"963","1113","41","1"
"964","2922","15","1"
"965","9364","44","0"
"966","6648","11","0"
"967","5586","12","1"
"968","2843","53","1"
"969","6753","11","1"
"970","2293","26","0"
"971","2387","7","0"
"972","5164","86","1"
"973","1202","29","1"
"974","6421","93","0"
"975","4056","18","0"
"976","9920","3","0"
"977","4017","46","1"
"978","12","27","1"
"979","2469","13","1"
"980","8174","75","0"
"981","9166","32","1"
"982","1433","8","1"
"983","6799","14","1"
"984","2046","44","1"
"985","7213","26","1"
"986","9790","75","0"
"987","7381","9","0"
"988","4893","73","1"
"989","3694","17","1"
"990","1000","24","0"
"991","1012","81","1"
"992","6321","68","0"
"993","3805","51","0"
"994","8114","63","1"
"995","5863","67","0"
"996","4161","12","1"
"997","7102","67","1"
"998","7529","97","1"
"999","4556","39","0"
"1000","3359","37","0"
"1001","4362","38","0"
"1002","5719","96","0"
"1003","1616","33","0"
"1004","4303","18","0"
"1005","6051","100","0"
"1006","9335","47","0"
"1007","1481","82","1"
"1008","9559","41","0"
"1009","1169","43","1"
"1010","4405","31","1"
"1011","7066","5","1"
"1012","8184","51","1"
"1013","1964","90","1"
"1014","857","91","1"
"1015","354","84","1"
"1016","2895","46","0"
"1017","5009","80","1"
"1018","7659","27","0"
"1019","1501","7","1"
"1020","6419","86","1"
"1021","5184","64","0"
"1022","8737","35","1"
"1023","4460","87","0"
"1024","1355","19","0"
"1025","103","87","1"
"1026","9564","49","1"
"1027","2283","11","0"
"1028","7918","95","1"
"1029","1421","51","1"
"1030","1577","69","0"
"1031","5526","48","0"
"1032","2655","30","1"
"1033","5001","1","0"
"1034","3014","81","1"
"1035","3689","29","0"
"1036","5419","98","0"
"1037","7677","34","0"
"1038","872","99","0"
"1039","5698","63","1"
"1040","8244","20","0"
"1041","4201","25","0"
"1042","1842","14","1"
"1043","8804","42","0"
"1044","4869","89","0"
"1045","1096","27","0"
"1046","6286","81","1"
"1047","7849","20","0"
"1048","1208","59","1"
"1049","950","50","0"
"1050","6334","35","1"
"1051","6231","8","0"
"1052","2812","84","0"
"1053","1994","16","0"
"1054","2734","17","1"
"1055","6711","18","0"
"1056","6991","50","1"
"1057","4447","4","0"
"1058","4128","30","1"
"1059","5194","36","1"
"1060","860","41","1"
"1061","3017","11","0"
"1062","833","51","1"
"1063","1426","47","0"
"1064","9139","61","0"
"1065","9122","19","1"
"1066","742","16","0"
"1067","9636","58","1"
"1068","6910","28","0"
"1069","9579","45","1"
"1070","5234","45","1"
"1071","4691","80","1"
"1072","757","31","1"
"1073","5018","82","0"
"1074","1329","84","0"
"1075","5490","35","0"
"1076","4318","48","0"
"1077","8185","76","0"
"1078","5179","69","1"
"1079","6991","89","0"
"1080","5224","30","0"
"1081","4072","88","0"
"1082","4708","76","1"
"1083","1230","81","0"
"1084","6478","61","1"
"1085","6962","19","1"
"1086","7645","42","0"
"1087","4318","54","0"
"1088","4334","66","1"
"1089","3360","76","1"
"1090","181","13","0"
"1091","3741","94","0"
"1092","3263","61","1"
"1093","8447","73","0"
"1094","1369","60","1"
"1095","9996","33","0"
"1096","1734","95","1"
"1097","5227","9","1"
"1098","469","95","1"
"1099","2167","26","1"
"1100","2908","71","0"
"1101","2859","16","0"
"1102","1853","78","1"
"1103","850","51","1"
"1104","959","38","1"
"1105","5220","3","0"
"1106","195","6","0"
"1107","1391","38","1"
"1108","1286","54","0"
"1109","197","59","1"
"1110","6180","46","1"
"1111","7557","85","1"
"1112","4016","46","1"
"1113","4926","56","1"
"1114","5904","61","1"
"1115","4093","27","1"
"1116","7703","90","0"
"1117","2640","41","1"
"1118","132","3","1"
"1119","8722","32","0"
"1120","5199","96","1"
"1121","3469","23","0"
"1122","8754","65","1"
"1123","6533","53","0"
"1124","6355","57","1"
"1125","3884","72","1"
"1126","6388","61","0"
"1127","6577","21","0"
"1128","9249","16","0"
"1129","1311","51","1"
"1130","216","67","1"
"1131","4226","51","1"
"1132","6567","4","0"
"1133","2470","53","0"
"1134","8171","9","1"
"1135","8121","16","1"
"1136","8143","34","1"
"1137","981","58","0"
"1138","6636","27","1"
"1139","1286","77","1"
"1140","9075","9","0"
"1141","3707","47","0"
"1142","9298","48","0"
"1143","5470","36","0"
"1144","7821","64","0"
"1145","8308","72","1"
"1146","8099","15","0"
"1147","9514","76","1"
"1148","5796","71","1"
"1149","7698","72","1"
"1150","2523","80","0"
"1151","5450","32","0"
"1152","8693","90","0"
"1153","1063","3","0"
"1154","4624","24","1"
"1155","5486","34","1"
"1156","2232","31","0"
"1157","7230","89","1"
"1158","9663","80","0"
"1159","1115","89","1"
"1160","3430","99","0"
"1161","8077","2","0"
"1162","7466","92","0"
"1163","8189","75","0"
"1164","1167","32","0"
"1165","4266","36","0"
"1166","2388","32","0"
"1167","7246","58","1"
"1168","4264","7","1"
"1169","4793","10","0"
"1170","2993","40","1"
"1171","6518","95","1"
"1172","624","18","1"
"1173","2819","77","1"
"1174","3740","96","1"
"1175","6346","33","1"
"1176","1972","38","1"
"1177","4154","83","1"
"1178","2046","76","0"
"1179","5140","44","0"
"1180","4527","94","0"
"1181","261","64","0"
"1182","4564","32","1"
"1183","9070","58","1"
"1184","6421","54","1"
"1185","487","34","0"
"1186","7051","6","1"
"1187","6081","1","1"
"1188","3820","6","1"
"1189","5751","6","1"
"1190","4412","56","1"
"1191","7356","70","0"
"1192","6235","55","0"
"1193","5857","13","0"
"1194","1457","43","0"
"1195","1520","42","1"
"1196","1768","65","1"
"1197","6522","90","0"
"1198","9372","73","1"
"1199","4324","68","1"
"1200","5429","48","1"
"1201","9893","37","0"
"1202","7968","2","0"
"1203","2848","36","1"
"1204","1843","83","1"
"1205","128","27","0"
"1206","7424","29","0"
"1207","6591","22","0"
"1208","660","34","1"
"1209","1319","99","0"
"1210","1044","85","1"
"1211","4586","10","1"
"1212","1012","52","0"
"1213","8513","16","0"
"1214","2643","7","0"
"1215","9175","35","1"
"1216","8949","91","1"
"1217","4335","34","1"
"1218","2551","24","1"
"1219","1737","6","1"
"1220","1316","23","1"
"1221","5220","20","0"
"1222","1003","80","1"
"1223","162","46","1"
"1224","2866","36","0"
"1225","427","59","0"
"1226","286","25","0"
"1227","8900","48","0"
"1228","9863","54","1"
"1229","5484","88","1"
"1230","1554","7","1"
"1231","8297","4","1"
"1232","9908","34","1"
"1233","5619","10","1"
"1234","605","64","0"
"1235","1095","27","1"
"1236","3217","85","1"
"1237","5862","71","0"
"1238","9083","9","1"
"1239","1514","60","1"
"1240","8925","80","1"
"1241","2267","19","1"
"1242","4129","38","1"
"1243","2358","41","1"
"1244","5090","92","1"
"1245","8172","63","1"
"1246","56","2","0"
"1247","9106","74","0"
"1248","9498","30","1"
"1249","7298","43","0"
"1250","9471","25","1"
"1251","1974","23","1"
"1252","1848","65","1"
"1253","836","35","0"
"1254","418","88","0"
"1255","9064","34","0"
"1256","6027","62","1"
"1257","1841","66","0"
"1258","3278","78","1"
"1259","2486","45","1"
